,14oz Ribeye,8oz Filet Mignon,Acai Berry Bowl,Almond Croissant,Apple Pie,Avocado Toast,Bacon Double Burger,Beef Lasagna,Beef Tacos (3pc),Black Tea,Blueberry Muffin,Breakfast Sandwich (Egg & Cheese),Bruschetta,Buffalo Wings (10pc),Butter Croissant,California Roll,Cannoli,Cappuccino,Caprese Salad,Caramel Flan,Caramel Macchiato,Chardonnay (Glass),Cheese Quesadilla,Chicken Burrito,Chicken Enchiladas,Chicken Tenders (4pc),Chicken Teriyaki Bento,Chocolate Brownie,Chocolate Chip Cookie,Churros with Chocolate,Classic Cheeseburger,Classic Margarita,Coca-Cola,Coconut Water,Cold Brew Coffee,Cold Pressed Green Juice,Corona Extra,Creamed Spinach,Crispy Chicken Sandwich,Crème Brûlée,Diet Coke,Dr Pepper,Dragon Roll,Edamame,Espresso,Everything Bagel with Cream Cheese,Fettuccine Alfredo,French Fries,Fried Calamari,Fruit Smoothie,Garlic Bread,Garlic Mashed Potatoes,Green Tea,Green Tea Mochi Ice Cream,Grilled Asparagus,Grilled Atlantic Salmon,Grilled Tofu Wrap,Guacamole,Herb-Crusted Rack of Lamb,Horchata,Hot Dog with Mustard,Hot Sake (Small),Hummus & Pita,Iced Latte,Iced Tea,Jumbo Shrimp Cocktail,Kale & Sweet Potato Salad,Kombucha (Ginger),Lemon Gelato,Loaded Nachos,Lobster Ravioli,Mac & Cheese,Margherita Pizza,Matcha Green Tea Latte,Meatball Calzone,Mexican Coke (Glass Bottle),Miso Soup,Modelo Especial,New York Cheesecake,Oatmeal with Berries,Old Fashioned Cocktail,Onion Rings,Orange Juice,Oysters on the Half Shell (6pc),Pepperoni Pizza,Peroni Beer,Philly Cheesesteak,Pork Carnitas Bowl,Pork Gyoza (6pc),Pork Ramen,Potato Gnocchi with Pesto,Premium Cabernet Sauvignon (Glass),Prosciutto & Arugula Pizza,Prosecco,Queso Dip,Quinoa Power Bowl,Red Wine (Cabernet),Red Wine (Chianti),Rice & Beans,Roasted Chickpeas,Salmon Nigiri (2pc),Sapporo Draft,Seaweed Salad,Side Salad with Vinaigrette,Spaghetti Carbonara,Spicy BBQ Bacon Burger,Spicy Jalapeno Margarita,Spicy Salsa,Spicy Tuna Roll,Sprite,Steak Fajitas,Sweet Potato Fries,Tiramisu,Tortilla Chips,Truffle Mac & Cheese,Truffle Mushroom Pizza,Tuna Sashimi (5pc),Vanilla Milkshake,Vegan Buddha Bowl,Vegan Peanut Butter Protein Ball,Vegetable Udon,White Wine (Pinot Grigio)
Red Wine (Chianti),-0.2637021522656598,-0.22466541565510317,-0.11927343257057094,-0.24607485454223027,-0.07892680588625349,0.09769933287854832,-0.13274816220466706,0.3826521111181686,-0.07396721928080507,-0.2573302258003619,-0.24993583764280636,0.0515803675190525,0.6973823865927875,-0.24282194814299224,-0.22825822294678244,-0.07132277382731683,0.66279500574057,-0.14353409360901587,0.5128065581827764,-0.05267215785180313,-0.19080772801920381,-0.10071376092991384,-0.13619670931091576,-0.06770273074174558,-0.13745427079523104,-0.19935365330115132,-0.3457462925601133,-0.15013693708079703,-0.2640448754692503,-0.060440042677274444,-0.2669482933951183,-0.22100969012388502,-0.03552539537893751,-0.13090385574257518,-0.18948341827314014,-0.13581421639564736,0.06815131123930412,-0.05323753142194452,-0.2106978275977899,-0.12934783694306046,-0.04980983565058079,-0.05792907231014478,-0.14524703555841453,-0.004434134382737171,-0.25320396692044134,-0.29711120586151807,0.35763144780696066,-4.513018894256038e-05,0.6299788499366894,-0.21202425523532215,0.9134451922373337,0.015201359313212946,-0.05450696122890846,-0.11870013320241427,-0.08428160442337454,-0.20204127956879947,-0.1528914780501367,0.013284336680196632,-0.2547749084593899,-0.047167306889625386,0.08225596498376274,-0.12648095100322662,-0.14920569365412417,-0.21050331480131046,-0.08006007014232475,-0.1994406765241693,-0.1461664493021349,-0.14751692104571984,0.5393492577496108,-0.29185361899842344,0.32948400778586084,-0.03858398403627456,0.9493310945938138,-0.1832117733653892,0.27231656126059894,-0.026206125093938836,-0.04776155053391609,-0.1330730748324219,-0.12834374419291433,-0.06407871572588293,-0.0988291598211036,-0.10856009288908264,-0.1981983904402798,-0.29060059146102,0.2629393513707101,0.8969029478983064,-0.2425821371367028,-0.14500621656267826,-0.10854822807052344,-0.1739446746348211,0.24800771405145683,-0.26199936203981367,0.22919878372165306,0.9921120064386556,0.011914129772822139,-0.12116024576711187,0.9787170179380574,1.0,-0.07703243091125106,-0.12021700537761323,-0.08174661961188606,-0.062369248744423164,-0.1202183096021305,-0.17497534737048748,0.43849825518035845,-0.2691240690791627,-0.16127841465817597,-0.024266084275700886,-0.19812283349505316,-0.046958529775173015,-0.3692835547580444,-0.07403970794684762,0.856537743235968,0.07857118025986441,-0.1124218205057412,0.21860223261437411,-0.18477339428759737,-0.13141592437635927,-0.1323181696360156,-0.12863786745178124,-0.2541061596788867,0.9879645205447083
Rice & Beans,0.18188694679856357,-0.18227621382827452,-0.2406992061152176,-0.2853508110417589,0.6368757713964717,-0.1897749220046066,-0.3034803399970319,-0.2670125677980805,0.35446273926851724,-0.15126620430835144,0.19659354881450358,0.03224010878266516,0.4228946380953461,0.12620141062396473,-0.34675621175667193,-0.18239240166590803,0.17480694672327776,-0.47588347573302336,0.5829217308700733,0.9095314610292341,-0.3875209326624328,-0.3100669469727235,0.45856812212243814,0.5891570607693063,0.41259521487259093,-0.28005552926847266,0.2719136239060749,0.2512185354688364,0.05925224042754723,0.33589862886656424,-0.2887067670765966,0.9583752022465848,0.0023150147496098575,-0.3127111127906812,-0.27503847028681666,-0.3240062276200869,0.8624979395224229,-0.11212090233684498,-0.2079473103697276,0.06908960129592287,0.35278289704395516,0.1029498847300946,-0.2885278249432266,-0.1985236294680926,0.3241558395294609,0.23922995484487836,-0.17904936035751512,0.21355516932441557,0.2796530975821285,-0.3475747185739372,-0.13420702543030957,-0.2892130410551989,-0.37169673749647425,0.6454180146072181,-0.13775186563376396,0.026148174670839963,0.28295570901961065,0.7235234709576926,-0.35390809907361725,0.8064774060282187,-0.14523309824795247,-0.04043072424087166,0.4681490652167669,-0.29634922580848255,0.11273407562992396,-0.4846741577496138,0.29198858460967275,-0.22694158738857884,0.4423894981381641,0.046105440532087344,-0.3570634232201795,0.11910358976452284,-0.20444209388113907,-0.2995087753433701,-0.3953721226479371,0.8761993786201858,0.5412836345523019,0.877385237081494,0.13842945335534426,-0.3262969287365484,-0.2711540243558868,0.227132098638991,-0.34328555415540946,-0.1484828663166671,-0.28225016103843853,0.01341989293005335,-0.13290389289533128,0.4331007330005915,-0.2880633249037587,0.29524348188797506,0.07872326452728798,-0.4327302312452245,-0.333035090745196,-0.008283876286318052,0.732147097851178,-0.30978615614811883,-0.07714911751531192,-0.07703243091125106,0.9999999999999998,-0.3695413717138838,-0.19776683945410084,-0.3704856821920701,-0.21670009605630178,-0.10590554731916642,-0.2911573460273463,-0.37002719548759533,0.8855054982868555,0.9895131179702278,-0.25882370757714457,0.536609130208334,0.28410750792839834,0.19114152016209635,0.08972695575900896,0.5962561413096246,0.03164437396852025,-0.035062749531326334,-0.416197510317554,0.24113330869724703,-0.4414606151102832,0.6191579756199712,-0.016002816227361653,-0.07176621901170582
Roasted Chickpeas,-0.33376216667935493,-0.11591355358347974,0.8581456882975855,0.1257175942861673,-0.3230936001924272,-0.08184050245797955,-0.054139261556397006,-0.15214619426337342,-0.03958652004838758,-0.040909866501129585,-0.36824354192971587,-0.21997780465301986,-0.2984423935505165,-0.18345440583078637,0.14917617214191653,-0.14297054118764846,0.0719783216025705,0.3101812054084274,-0.3566717925455585,-0.25185470245862235,0.23110223383075063,0.09145379048134046,-0.10663044729610766,-0.21421625399367863,-0.06594283807997961,-0.15092155623094408,-0.338588598814865,0.1536269558241057,-0.2450998357139172,0.22118769348981104,0.02603500314318137,-0.3824562012041841,-0.061606105430583986,0.9903342204411835,-0.021971909173712216,0.9835828137105759,-0.18501732285987657,0.015488702604719509,-0.20536237774304889,0.03181283691247963,-0.30633196579709543,-0.025189242069998143,-0.05422306042864925,0.09781027223268135,-0.3606572848903313,-0.3697352883709196,-0.22339768799129286,-0.32763448083401603,-0.07045339532666571,0.22501669010571967,-0.019791293034576662,0.09910314373987701,0.28147754948168763,-0.313918684256157,-0.08155925681017867,-0.28972918549357607,0.3935553504169555,-0.08650118439068562,0.05046163350282622,-0.10678351135214087,-0.04267903852823646,-0.09516454920085773,0.23372450116241122,-0.025868845644602755,-0.1427751519144158,0.3471725795868193,0.37732104306275344,0.9466832908079993,-0.14264740239598722,0.17393762152252926,-0.006962955025096765,-0.1198549735422179,-0.05572222216660664,0.2938789235118772,-0.04185287734815531,-0.19318167153207316,-0.3915392609277973,-0.13965835773030646,-0.015722915673569034,-0.06792736277601935,0.05853070977711737,-0.07979656549936605,0.04618359321282726,0.06736411288246627,-0.09622330536134402,-0.07562691429701597,-0.1633578155516889,-0.12511420198543188,0.12204243070942905,-0.3810084874527705,-0.3230431319864517,0.18927813312059905,-0.054982476054308636,-0.1693594879848803,-0.058199143526780836,0.8956558313742224,-0.07946267282875466,-0.12021700537761323,-0.3695413717138838,1.0,-0.12867926999144708,0.23962370230960564,0.27969131358614346,0.9141740138565125,-0.10991642862368319,-0.02259055490369015,-0.29928653681484657,-0.3463510104246302,-0.10462981278334753,-0.32378298129113847,-0.059051660056645534,-0.05827815453836737,-0.0328685654771935,-0.05602620418199106,0.0037067783799258455,-0.271470259240192,0.0984983010640639,0.12165962876867098,0.9888515564610413,0.05318754145151996,-0.25404494722139914,-0.13208002270713806
Salmon Nigiri (2pc),-0.09083717497702341,-0.08373162221189583,-0.03601991794195016,-0.18940931740600536,-0.267112056731559,0.13879386931552187,-0.014541657343112979,-0.0651726927248049,-0.024952261921117307,-0.1905785348430184,-0.1432458645689985,0.11106563257364364,-0.14572349771152693,-0.2584273873692129,-0.1906259420432527,0.9952583038356438,-0.2341868378006413,-0.16610627128135919,-0.20937315705326126,-0.27886691918901874,-0.1798562038256821,-0.12887813880316054,-0.03504159973525066,-0.023842982240459543,-0.04136037088913523,-0.00046916771519012884,0.5793426801306476,-0.3522908597717054,-0.1965748352046916,-0.25804852570770864,-0.15459419067005487,-0.1561154351657699,-0.12406596582955332,-0.1309055456797447,-0.14557835650580978,-0.1085910963531931,-0.2723537523431098,-0.18820920969949048,-0.06001523112927176,-0.26945572926439165,-0.16586741892018741,-0.2328839646079752,0.9683691779501831,0.7590040524222347,-0.17212382906871115,-0.16185668742046808,-0.10655644174651507,-0.0722011314031369,-0.3630986029905203,-0.23364035080048423,0.03786349664810439,-0.1258908654146875,0.5054283281752641,0.07867198234481478,-0.13797448561128936,-0.0670850558755012,-0.08323134042610436,-0.18121148991793531,-0.10682993057088613,-0.18809056568704616,0.06380251653930548,0.8497650650434616,-0.1834719090959697,-0.11538496266540914,-0.247693770755791,-0.18685442061224583,-0.07865676017184173,-0.10263887403018063,-0.30065938841981005,-0.3770222178508629,-0.15109499015266778,-0.236350704509219,0.015921654443671572,-0.26327542474478605,-0.11638328843274624,-0.2712276737662217,0.43767439966959026,-0.2773006536354543,-0.3394324523390472,-0.028821140075465705,-0.12013064383979248,-0.2834905186111555,-0.14626560797915994,-0.256345970939608,-0.1382475229045199,0.0246260706362442,-0.08212621589894518,0.015303314946629612,0.7486617729824924,0.714564857297719,-0.17184709131642287,-0.16683329955197485,-0.1591425525470752,-0.07709668602991539,-0.19592649343426152,-0.02340373228489046,-0.14752923166593176,-0.08174661961188606,-0.19776683945410084,-0.12867926999144708,0.9999999999999999,0.6146894560824818,0.43793682052813515,-0.19153697547729878,-0.1972279661040458,-0.0657212104798665,-0.14824030818448541,-0.22674490337096856,0.9737119065100449,-0.22672349725364088,-0.08523118507148617,-0.3392947097668571,-0.18493922248637948,-0.10250762064323557,-0.27427996914805997,-0.1421010239532901,0.8301595811819966,-0.38784184721373577,-0.10006829142029228,-0.2456824259493957,0.9009993333747329,-0.06598968782360154
Sapporo Draft,-0.4333798047974245,-0.2088169190959132,-0.10277214943350148,0.316957018966512,-0.32984813243620986,-0.26391834598788727,-0.06079025913718026,-0.20530102824709037,-0.06920763406013006,0.08780827208842729,-0.387371561637348,-0.4665944630525038,-0.17411794296834082,-0.19248164270030294,0.27864272974406634,0.567441837034639,0.22748939050532932,0.4582160559785668,-0.2716486750631102,-0.1964123795282324,0.4128966881936599,0.12108736506683036,-0.14482968533948354,-0.24200737114634585,-0.08012759340046705,-0.10452783121618844,0.10261017682620467,0.23250178513259476,-0.15109702580510853,0.4164902700776837,-0.02836853807330743,-0.42337307309907574,0.04811858816536774,0.1625930275816089,0.030222769076416037,0.13449598847829092,-0.0935989142863351,0.078596044315221,-0.16606669730390938,0.09278379562210834,-0.29209588779777973,0.11734022637818324,0.7475325070910399,0.9489219928888455,-0.3172174409020379,-0.3864564409163309,-0.3121528984534186,-0.32115429134090656,0.0006411733893629838,0.2738567931700589,0.08417726851946633,0.16089031531263973,0.9867328854528189,-0.0527319554539291,-0.1506419304661328,-0.4335086483395493,-0.46151895334748594,0.03040142612672432,0.02519605268802511,0.01737152115228486,-0.17517464306403865,0.813823556259111,-0.45764265894880785,0.06743892037641935,0.008710374747858532,0.39215173480502896,-0.47253543521275965,0.03484047873182779,-0.04031783347481224,0.19992687397975553,-0.02184510772126321,0.008509762153140255,-0.023204932518144206,0.39440743085231833,-0.09356025887360377,-0.13510200971670733,0.10733356619788248,-0.04848378212425747,0.019556298134211687,-0.09867662461434568,0.13596202206283098,0.06714898603351312,0.21449106868710133,0.04500749089522917,-0.13672358079250413,0.010872436088382415,-0.13036203786905293,-0.1496046823701415,0.9705553060073312,0.20750066487195268,-0.4054698414015946,0.21950617565662342,-0.09611747632377442,-0.08435226956572667,0.06585977625686841,-0.029062086167249934,0.00887167358636865,-0.062369248744423164,-0.3704856821920701,0.23962370230960564,0.6146894560824818,0.9999999999999998,0.9497896441925345,0.051767197024171326,-0.17715155372190614,-0.10322293925841923,-0.3318897646648011,-0.34680846391335984,0.6229692976923562,-0.36962840003440983,-0.21769481226646864,0.1075036517167101,0.11250773900516202,0.016615847226775286,0.07451715070789389,-0.3731216057903328,0.9069358962760995,0.1945525503520683,0.23196456015426925,-0.3716936147891647,0.49310763593162094,-0.012547406322587898
Seaweed Salad,-0.33794573194690486,-0.17990847797247056,-0.12143671403939076,0.35471657438752585,-0.10273551380108568,-0.37531081729432186,-0.16297182759894627,-0.35113187884294544,-0.16421957908426832,0.11887974915975567,-0.34948932892928297,-0.540515517326059,-0.05114514018080656,-0.10427218996137134,0.2946033216508775,0.3901617343851817,0.38165454017032435,0.4631697359465938,-0.1130489602197077,0.04304631987835007,0.43881868809239655,0.1921792953514886,-0.22930807250319046,-0.3075672525950315,-0.16006401387868005,-0.20575008097209802,0.08494335974735556,0.4981804711653943,-0.09582183826884151,0.5675950955888356,-0.0658980358182303,-0.31808016574456316,0.10652518795995082,0.20148124550752722,0.003334159600531326,0.16224067732426994,0.06776130065355633,0.22245252586882547,-0.2436283258929264,0.3153986033300359,-0.19311664047410815,0.24837860954465005,0.5822361723459866,0.9005464964566037,-0.22692247360325954,-0.33811152604175954,-0.4351704170051909,-0.2826823181303682,0.1780736401471818,0.32017268504785507,0.01614808482651661,0.2438555681645163,0.9662924037040821,0.14154783423171494,-0.07632534982975044,-0.3985953241450396,-0.3866952276728812,0.12599128562564235,0.05654457730299245,0.15302561110819812,-0.25948974916256407,0.7732744624502348,-0.2963455196345334,0.03338134737188324,0.14489578638000372,0.4500589685720314,-0.398641484693017,0.07092425664658254,0.1675650008184276,0.3826956385412652,-0.13970474451447937,0.11355958563098797,-0.131782323959875,0.48209232031736554,-0.23038174344531184,0.020632827547193328,0.2074357431579051,0.1562249270764398,0.2613466020021474,-0.200920568086048,0.22076704121336102,0.2642610985643903,0.20193819627857043,0.18856974701189033,-0.24671921199684474,-0.02587117301954064,-0.1627461538957425,-0.24785168527389473,0.9103502173917991,0.1836792108773688,-0.44174324166691453,0.2735924550565143,-0.20454777886501044,-0.12590771181219348,0.1833644015504716,-0.058736296001069305,-0.03157784310040248,-0.1202183096021305,-0.21670009605630178,0.27969131358614346,0.43793682052813515,0.9497896441925345,0.9999999999999999,0.16361201466256983,-0.2770506291216923,-0.2137820446197617,-0.27685671715130017,-0.16669648369000667,0.43220228062534344,-0.20287314231328074,-0.3159043698127128,0.3134180007273659,0.19529317386015804,0.04819252182518153,0.2846313216643918,-0.45131318720937263,0.7710960225212851,0.45098946489537717,0.2348538098064661,-0.14931024491620684,0.37735551510436915,-0.06711880762599526
Side Salad with Vinaigrette,-0.18473100509936607,-0.18382498413177725,0.8731632528008818,0.012341143330445663,0.04287407004143299,-0.17465595828334143,-0.16580702999286945,-0.17688033123548166,-0.20578628504363797,-0.07893722512154411,-0.18175037151240805,-0.1688776150585511,-0.08763649819689255,-0.033706820276210525,0.008079984995830278,-0.1912754923736969,0.11136035150832323,0.07426959273605535,-0.06657382118408398,0.03589154044486007,0.037731669853961716,-0.08057302578976966,-0.21639973194624115,-0.2670853894048714,-0.2037448358305839,-0.21933608332674667,-0.09773980826302874,0.31479813642164406,-0.15042350605219834,0.131227167364678,-0.012404922690220144,-0.14146799424150597,0.012310764492237076,0.9474933958023134,-0.12317984664894047,0.9403807994338284,-0.07685585399687038,-0.059662093508076025,-0.233954441312216,0.060216632715563975,-0.06454245818310109,0.07375904217938636,-0.14974145066397007,0.0003439811363263293,-0.12852429794758316,-0.17441593375406672,-0.20447861815780846,-0.12973390526567866,0.06644795681936815,0.06488393609125975,-0.14891540050830496,-0.0712458396925532,0.08058770692406628,0.04402468219981552,-0.15592187666484356,-0.23864595592212576,0.6770460251435959,-0.09261416580082751,-0.10514387040436658,-0.05032655416175606,-0.05716468616898668,-0.09714549367914356,0.5929302670517302,-0.1412787245174401,-0.026464959488009514,0.09859435142766573,0.6617067344504582,0.9614859570933157,0.05400872827547826,0.24962454132526324,-0.09666237029348575,-0.033624616298014366,-0.19659344962536893,0.1473210952579009,-0.12791347693911947,-0.08954515612314805,-0.08752854596807479,0.019042517813044314,0.04565745820131903,-0.19600450821850238,-0.09734146038463608,0.10095065290641236,-0.10206491328867667,0.014057400582184678,-0.11965553248359015,-0.14639706287529866,-0.17142075954707806,-0.2404906332839618,-0.005331864021552267,-0.15769469456204493,-0.1653857005046245,-0.011368140230556668,-0.10946717481426135,-0.20701937045643168,-0.04510461729927475,0.8672280939458195,-0.16017036739277213,-0.17497534737048748,-0.10590554731916642,0.9141740138565125,-0.19153697547729878,0.051767197024171326,0.16361201466256983,0.9999999999999999,-0.1539617965882701,-0.11896869538858884,-0.16815556797513123,-0.0740094543806235,-0.18946510093121086,0.019562800174174232,-0.1487683284248453,0.080021521628282,-0.029805812457020076,-0.13693720601756873,0.013381038230632771,-0.1702526509185655,-0.07663019560104323,0.28000127980754275,0.8639989578764452,0.44410499552588295,-0.18943990774054498,-0.2065523491489281
Spaghetti Carbonara,0.02073205665643816,0.0594646019345182,-0.0500909003568575,-0.05747783182950631,-0.2600645059302154,-0.17342607701048052,0.012579624157684426,0.9702242586464184,-0.13848782130460852,-0.09538457798343673,-0.030892398247205993,-0.17691566728960273,0.14526052476283996,-0.10706095450843936,-0.04339351773806969,-0.176601920199159,-0.003232848845344024,-0.060502244528188684,0.13667153042662028,-0.3048775652810795,-0.10871005839106622,-0.11219964597986151,-0.10125792842107663,-0.1427176594308488,-0.11080506896139176,-0.013032528954816762,0.03589764758225776,-0.2631953876197824,-0.06536170373948019,-0.30675461749915506,-0.06533720853669737,-0.1994514905549216,-0.3306553397272013,-0.10080999382479618,-0.07660894931434754,-0.10993254250208731,-0.37144100237906164,-0.16082895205115863,-0.02952350563990097,-0.188508191181882,-0.339651665180469,-0.3264493494927744,-0.10471261820203806,-0.24582030759291937,-0.08304685556495625,-0.04332028195193051,0.9583469556580158,-0.30718836884435763,0.26931576293629333,-0.16072158586000534,0.10419545936403274,-0.14362473078910015,-0.22408906847367066,-0.21061284800398056,-0.09235169551498766,0.03927935402670103,-0.08180614371362153,-0.40431066655613696,0.08611983685877446,-0.40773992817644045,-0.1233211392403463,-0.2664490540218604,-0.13687565025962528,-0.08642413263846402,-0.35975694054070806,0.05518961397122785,-0.0871190089410345,-0.10529331975341864,0.015413138896612225,-0.16539126102720814,0.9636420086071683,-0.3660276632822299,0.32659691478210096,-0.14382217928648583,0.9654630716944399,-0.38674159690350024,-0.2803586268095345,-0.38677804719836734,-0.1875818709222753,-0.06771593580260499,-0.12201336732587907,-0.32366745670666724,-0.08750299407211812,0.02495244791685755,0.9710028349207349,0.019120489632462344,-0.0888903137207944,-0.10340040772900859,-0.17034165306190396,-0.1312285204087603,0.8579161273779904,0.0937695564627808,0.96366294766756,0.35568480729240937,-0.4146244327119024,-0.04180866213008901,0.5087591365484281,0.43849825518035845,-0.2911573460273463,-0.10991642862368319,-0.1972279661040458,-0.17715155372190614,-0.2770506291216923,-0.1539617965882701,1.0,0.04059920923757655,-0.1702997298115034,-0.33896242354861794,-0.08684727824660143,-0.2469544447320634,0.15101867513058875,-0.28307338533809473,0.12614321772639422,-0.40313981973935453,-0.17842564764222887,0.9012095355360124,-0.08427253052994259,-0.2574074254883169,-0.057434039931867145,-0.16110412323750037,-0.06238015121259323,0.37816742063208986
Spicy BBQ Bacon Burger,-0.12743980022786877,-0.01942260290871783,0.03669297071229745,-0.0940357115730571,-0.11804096057995098,0.0413107651526082,0.8822717740882305,0.0776932161646712,0.02190707451563366,-0.1411303195146525,-0.20525392140045612,-0.09383836898152044,-0.4527349555849558,0.6863027277107344,-0.07913965239086418,-0.09290173012721793,-0.4461156711780403,-0.00152012952048719,-0.4571047408819002,-0.45870473872584105,-0.028865233500244225,-0.06888870224752194,0.032116326591232744,-0.05207586569312604,0.0017117563224017251,0.9588549447439719,-0.15789568043759705,-0.09539929473998185,-0.2166198645482313,-0.24206932338846932,0.9336057160485576,-0.2803532872610464,0.6253054782806864,-0.014205398950606433,-0.09245417200376144,-0.006202985949781317,-0.3926111295632803,-0.2205884795679156,0.955538224212467,-0.33200152963805213,0.4035251546217409,0.4747284238817585,-0.04709274260627503,-0.215364191385169,-0.2685102908865617,-0.19418856427417816,0.04092080331608321,0.4634160983408502,-0.46006975459961813,-0.06314162102607318,-0.20021551163081341,-0.1456964472253845,-0.10552558677910162,-0.40902340470001847,-0.12372887749171405,-0.0489407080169659,-0.15248731857186332,-0.274588683581963,0.026230598330298692,-0.34280653685652485,0.15548507005091117,-0.2492301372876787,-0.25900765235090495,-0.03525469276230464,0.40150890437603315,0.02769858687968777,-0.16266975470452302,-0.0502232064573033,-0.49465827518979316,0.39442600421914115,0.09423634202993297,0.5351505781428133,-0.1589550492212263,-0.14651611481145013,0.13670904207759524,-0.3695105356354271,-0.40282760374283166,-0.38628028547430476,-0.3072762999700789,-0.07055596297161454,-0.09332251202366501,0.2707144344179835,-0.019564146865206578,-0.13262255984078464,0.10808591170707824,-0.2646943155093807,0.8825094461118941,0.0246482267795384,-0.1426067530378916,-0.23259276568104162,-0.04598101374816323,0.06627675803524624,0.11944351979699379,-0.281350831454526,-0.31336708897191834,0.04626842902098557,-0.28270979679728103,-0.2691240690791627,-0.37002719548759533,-0.02259055490369015,-0.0657212104798665,-0.10322293925841923,-0.2137820446197617,-0.11896869538858884,0.04059920923757655,0.9999999999999999,-0.2306830392713119,-0.41379277211731774,0.003971610720103588,0.10162235686119825,0.1604177011907257,0.2678849354776694,-0.39365284615698803,-0.23881411328251842,-0.28381741582409803,0.022667498625884547,-0.022079588325111716,-0.03373795775995351,0.06547903785040395,-0.3596623674092681,-0.08515635417306996,-0.2247990845324108
Spicy Jalapeno Margarita,0.05817019796088178,-0.14276761885348024,-0.1645960771013495,-0.2532131335407148,0.25163930898378367,-0.15900422039665282,-0.20543215811840193,-0.11194393581421906,0.7144254500629301,-0.1591375780022352,0.07624095515467673,-0.022469045557191966,0.079503017746823,-0.04031243934799865,-0.2874677031138268,-0.13501968612810347,-0.09997114508566667,-0.3743518725131723,0.22953931570320607,0.6619223263297646,-0.3264633188142053,-0.30126338556502963,0.8046694462050394,0.871763776200678,0.7696636457570456,-0.20522008297500272,0.16362862420890556,-0.05237226099296718,-0.03211462392623962,0.37086489746395374,-0.24745788637271887,0.9491323367474461,-0.17548280003651673,-0.25339189337045886,-0.22319634397695026,-0.2569209651245372,0.8079643861891211,-0.2233770417420705,-0.16700523892782504,-0.13434889153031965,0.08885878763087451,-0.12551360897388872,-0.21195771516453613,-0.23719504011037956,0.14204420562775974,0.12497054365255948,-0.05566827026188977,-0.004018029533091043,-0.02096212435665848,-0.3309041325492629,-0.20377330773844177,-0.3201801764485481,-0.34622293749435007,0.28452651406907353,-0.1765463857749424,-0.0050096669727969275,0.15138352630028584,0.7994077570806495,-0.26802810204335137,0.8231603195207956,-0.09627636229109163,-0.1215201418556508,0.21401847270401267,-0.24041970484733935,-0.1267504854420472,-0.371860940075807,0.15849834349345976,-0.18757329153878455,0.07621067504469702,-0.11836158470853912,-0.17011865115691566,-0.08049690873861823,-0.21497411566756092,-0.3079253372762691,-0.1955705472862511,0.8570701877329309,0.2221040910912899,0.7859874163331708,-0.0941894612457531,-0.2222067028725525,-0.28793147878789377,-0.08433313185178015,-0.28711035116152317,-0.18874818707527707,-0.1317429471920713,-0.106390855463177,-0.13740133000136218,0.7872635518542664,-0.27870209822337977,0.1258866824372555,0.07519032043925705,-0.33910248693147016,-0.15902132081488424,-0.1228938324640382,0.775064395037171,-0.20271707160021862,-0.13283350537475205,-0.16127841465817597,0.8855054982868555,-0.29928653681484657,-0.14824030818448541,-0.3318897646648011,-0.27685671715130017,-0.16815556797513123,-0.1702997298115034,-0.2306830392713119,1.0,0.8202110798746611,-0.14192527225940038,0.19908616189001743,0.6815755223791614,-0.10467257090534418,-0.1449814629837972,0.7491715975849503,-0.16089733073638215,0.03672837306662311,-0.2992848248551341,-0.053450821303170686,-0.31626377091309005,0.29145438577861704,-0.025703981632813143,-0.1585761015712261
