customer_id,archetype,price_tier,time_preference,day_preference,basket_size_bias,preferred_sections,preferred_categories,expected_visits,actual_visits
9967,one_timer,budget,lunch,weekday,small,"Healthy_Vegan,American","Main,Alcohol",1,1
647,regular,mid,flexible,any,large,Cafe,"Alcohol,Dessert,Food",23,19
1959,occasional,budget,dinner,weekday,medium,American,"Alcohol,Main",10,10
9331,one_timer,mid,dinner,any,medium,Italian,"Alcohol,Side",1,1
4544,infrequent,premium,dinner,any,small,"Japanese,Steakhouse","Beverage,Bakery",2,2
3288,occasional,mid,dinner,any,medium,"Japanese,Mexican","Beverage,Dessert,Main",8,8
8349,one_timer,budget,dinner,any,medium,Mexican,"Dessert,Bakery",1,1
6537,infrequent,mid,dinner,any,medium,Italian,"Beverage,Bakery",2,2
4375,occasional,mid,dinner,any,small,Mexican,"Main,Appetizer",7,7
3716,occasional,mid,dinner,weekday,small,American,"Main,Appetizer",9,9
5388,infrequent,budget,flexible,any,medium,Japanese,"Side,Alcohol",4,4
3874,occasional,mid,dinner,weekday,small,"Steakhouse,Mexican","Bakery,Main,Alcohol",8,8
1104,regular,premium,dinner,weekend,large,Japanese,"Appetizer,Food",18,16
9789,one_timer,budget,flexible,weekend,medium,"Healthy_Vegan,American","Food,Dessert",1,1
6883,infrequent,budget,morning,any,medium,Cafe,"Bakery,Main,Food",4,4
6056,infrequent,mid,dinner,any,large,"Japanese,Mexican","Side,Food",4,4
2473,occasional,budget,dinner,weekday,large,Steakhouse,"Side,Bakery",8,8
5366,infrequent,budget,morning,weekend,small,Cafe,"Side,Main",3,3
3489,occasional,mid,dinner,any,large,Steakhouse,"Bakery,Side",10,8
5336,infrequent,mid,dinner,weekday,medium,Italian,"Alcohol,Appetizer,Bakery",2,2
2906,occasional,budget,morning,weekend,large,Cafe,"Bakery,Dessert,Food",10,10
2843,occasional,mid,dinner,weekday,medium,Japanese,"Beverage,Main",11,11
9061,one_timer,mid,dinner,any,medium,Japanese,"Dessert,Bakery",1,1
5653,infrequent,budget,dinner,any,medium,Japanese,"Alcohol,Side,Food",4,4
8944,one_timer,budget,dinner,weekday,medium,"Mexican,Steakhouse","Food,Bakery",1,1
6071,infrequent,premium,dinner,any,small,Japanese,"Dessert,Bakery",4,4
719,regular,premium,dinner,any,small,Mexican,"Side,Bakery",28,22
8576,one_timer,mid,dinner,any,medium,Italian,"Dessert,Food",1,1
6600,infrequent,premium,lunch,weekend,medium,"American,Healthy_Vegan","Appetizer,Dessert",2,2
7353,infrequent,budget,lunch,weekday,medium,"American,Healthy_Vegan","Dessert,Bakery,Side",3,3
9948,one_timer,budget,lunch,any,medium,Healthy_Vegan,"Bakery,Dessert",1,1
9043,one_timer,budget,flexible,weekend,small,Cafe,"Dessert,Appetizer",1,1
2847,occasional,premium,dinner,any,medium,"Mexican,American","Bakery,Side",10,10
4533,infrequent,budget,morning,weekday,medium,Cafe,"Food,Dessert",2,2
4203,occasional,premium,dinner,any,small,Italian,"Side,Bakery",9,9
6354,infrequent,mid,lunch,any,medium,American,"Main,Bakery",4,3
8599,one_timer,mid,morning,any,medium,Cafe,"Alcohol,Food",1,1
7201,infrequent,mid,dinner,any,medium,Mexican,"Dessert,Alcohol",2,2
5763,infrequent,budget,dinner,weekend,medium,"Italian,Japanese","Alcohol,Dessert",3,3
3656,occasional,mid,dinner,weekend,medium,"Steakhouse,American","Bakery,Dessert",9,9
1603,occasional,mid,lunch,weekday,small,American,"Beverage,Appetizer,Bakery",9,9
4618,infrequent,mid,lunch,any,medium,Healthy_Vegan,"Side,Appetizer,Alcohol",3,3
9348,one_timer,budget,flexible,any,large,Mexican,"Alcohol,Main",1,1
8315,one_timer,budget,lunch,weekday,large,Healthy_Vegan,"Side,Food",1,1
9995,one_timer,budget,flexible,weekend,medium,Cafe,"Main,Side",1,1
8360,one_timer,mid,lunch,weekend,medium,"Healthy_Vegan,American","Main,Bakery",1,1
475,regular,budget,lunch,any,medium,American,"Side,Bakery",23,16
5068,infrequent,budget,dinner,weekday,medium,"Italian,American","Bakery,Food",4,4
560,regular,budget,lunch,weekday,small,"American,Healthy_Vegan","Beverage,Bakery",17,17
994,regular,premium,dinner,any,small,American,"Dessert,Alcohol,Bakery",17,15
2785,occasional,mid,dinner,any,small,Mexican,"Dessert,Alcohol",9,5
1575,occasional,premium,morning,weekend,medium,Cafe,"Dessert,Main",10,8
8215,one_timer,premium,morning,weekday,medium,Cafe,"Dessert,Food",1,1
3247,occasional,mid,lunch,weekday,large,Healthy_Vegan,"Beverage,Appetizer,Food",6,5
8577,one_timer,mid,morning,weekday,large,Cafe,"Food,Appetizer,Side",1,1
4530,infrequent,premium,lunch,weekend,small,American,"Appetizer,Dessert",3,3
5417,infrequent,budget,dinner,any,medium,Mexican,"Side,Main",3,3
9625,one_timer,mid,lunch,any,large,"American,Healthy_Vegan","Main,Beverage,Appetizer",1,1
1702,occasional,mid,dinner,weekday,medium,American,"Beverage,Alcohol",8,8
6177,infrequent,mid,lunch,weekend,small,Healthy_Vegan,"Side,Beverage",2,2
5715,infrequent,mid,dinner,weekend,small,Italian,"Bakery,Beverage",4,4
8388,one_timer,mid,flexible,weekend,medium,"American,Mexican","Side,Bakery",1,1
5602,infrequent,mid,dinner,any,large,Italian,"Dessert,Bakery",2,2
4290,occasional,mid,dinner,weekend,large,Japanese,"Appetizer,Beverage",7,7
2855,occasional,premium,dinner,weekday,small,American,"Beverage,Side",10,10
8363,one_timer,mid,flexible,weekday,large,Mexican,"Alcohol,Main",1,1
2558,occasional,mid,dinner,any,small,American,"Main,Food",9,9
6434,infrequent,budget,dinner,any,large,Steakhouse,"Food,Alcohol",2,2
9021,one_timer,mid,morning,any,large,Cafe,"Dessert,Main,Bakery",1,1
9626,one_timer,mid,dinner,any,large,Steakhouse,"Beverage,Side",1,1
2043,occasional,mid,lunch,any,medium,American,"Appetizer,Food",11,9
8299,one_timer,mid,morning,weekday,small,Cafe,"Main,Food",1,1
6634,infrequent,mid,dinner,any,large,Japanese,"Beverage,Main",2,2
4240,occasional,budget,morning,weekend,medium,Cafe,"Alcohol,Side",12,12
375,regular,budget,dinner,any,small,Mexican,"Alcohol,Dessert,Side",19,19
2728,occasional,premium,lunch,any,medium,American,"Side,Bakery",11,10
8736,one_timer,premium,dinner,weekday,medium,Japanese,"Food,Side",1,1
7228,infrequent,premium,lunch,weekday,medium,"American,Healthy_Vegan","Food,Main",3,3
8033,one_timer,premium,flexible,weekend,medium,Steakhouse,"Food,Main",1,1
1444,regular,mid,flexible,weekday,small,Cafe,"Side,Main",26,21
6308,infrequent,budget,dinner,any,large,American,"Dessert,Main",2,2
5167,infrequent,premium,flexible,weekend,small,American,"Food,Main",4,4
7784,infrequent,premium,morning,weekday,large,Cafe,"Dessert,Beverage",2,2
731,regular,premium,dinner,weekend,large,"Steakhouse,Italian","Appetizer,Bakery",27,24
8485,one_timer,mid,dinner,weekday,medium,Italian,"Beverage,Dessert",1,1
4800,infrequent,mid,flexible,any,large,Healthy_Vegan,"Appetizer,Dessert",4,3
7166,infrequent,budget,morning,any,small,Cafe,"Alcohol,Main",2,2
1323,regular,mid,dinner,any,medium,"American,Mexican","Main,Food",25,24
3749,occasional,premium,lunch,weekend,medium,American,"Alcohol,Beverage",9,9
3384,occasional,budget,dinner,weekday,large,Steakhouse,"Bakery,Food",11,11
9679,one_timer,mid,dinner,weekday,medium,Steakhouse,"Food,Bakery,Main",1,1
2327,occasional,premium,flexible,weekday,small,American,"Beverage,Appetizer",9,9
1463,regular,mid,lunch,weekday,large,American,"Side,Dessert",18,15
2701,occasional,budget,morning,weekend,small,Cafe,"Main,Bakery",8,7
5057,infrequent,mid,flexible,any,medium,Italian,"Main,Appetizer",3,3
6212,infrequent,mid,morning,weekday,small,Cafe,"Appetizer,Main,Bakery",2,2
9684,one_timer,budget,dinner,any,small,Japanese,"Dessert,Bakery,Main",1,1
2165,occasional,budget,lunch,weekday,medium,"Healthy_Vegan,American","Main,Alcohol,Food",7,7
8832,one_timer,mid,morning,weekend,medium,Cafe,"Bakery,Food",1,1
5322,infrequent,premium,dinner,any,large,"Japanese,Italian","Food,Alcohol",4,4
4230,occasional,budget,dinner,any,medium,Steakhouse,"Food,Dessert",12,12
5323,infrequent,mid,lunch,any,medium,American,"Appetizer,Food",3,3
2927,occasional,mid,morning,any,medium,Cafe,"Appetizer,Beverage",10,10
4759,infrequent,mid,flexible,weekday,small,Italian,"Bakery,Dessert",3,3
4298,occasional,budget,dinner,weekend,small,"Japanese,American","Bakery,Side",5,5
3906,occasional,mid,dinner,any,small,"Mexican,Italian","Food,Beverage",6,6
3047,occasional,budget,flexible,weekday,medium,Japanese,"Beverage,Main,Appetizer",6,6
349,regular,premium,dinner,any,small,Mexican,"Side,Alcohol",23,21
4682,infrequent,premium,dinner,any,medium,"Japanese,Italian","Side,Bakery",3,3
8090,one_timer,budget,dinner,weekday,medium,Italian,"Beverage,Bakery,Side",1,1
2212,occasional,budget,dinner,weekday,small,Mexican,"Bakery,Side",11,11
3989,occasional,budget,dinner,weekday,small,"Japanese,Steakhouse","Alcohol,Dessert",11,11
9528,one_timer,budget,dinner,any,small,American,"Beverage,Food,Appetizer",1,1
3049,occasional,premium,morning,any,medium,Cafe,"Appetizer,Side",12,9
4127,occasional,premium,flexible,weekday,medium,"Healthy_Vegan,Japanese","Dessert,Food,Beverage",5,5
3734,occasional,mid,dinner,any,small,"Mexican,American","Bakery,Dessert",6,6
8565,one_timer,budget,morning,weekend,large,Cafe,"Dessert,Appetizer",1,1
3482,occasional,premium,flexible,weekday,small,Mexican,"Bakery,Alcohol",10,10
9618,one_timer,premium,dinner,any,medium,Steakhouse,"Appetizer,Bakery",1,1
6085,infrequent,mid,dinner,any,medium,Mexican,"Main,Side,Food",4,4
3812,occasional,mid,lunch,weekend,small,Healthy_Vegan,"Appetizer,Bakery,Alcohol",10,6
136,regular,premium,morning,any,medium,Cafe,"Alcohol,Bakery",15,8
7766,infrequent,budget,dinner,weekday,small,Japanese,"Food,Appetizer",2,2
4668,infrequent,budget,lunch,weekday,medium,"American,Healthy_Vegan","Alcohol,Main",2,2
2678,occasional,premium,dinner,any,medium,"Mexican,Japanese","Food,Side",11,11
833,regular,budget,dinner,weekend,small,American,"Appetizer,Alcohol",22,20
6862,infrequent,mid,dinner,any,large,Japanese,"Side,Appetizer",2,2
1311,regular,mid,flexible,weekend,small,"Japanese,Mexican","Food,Beverage",21,16
4194,occasional,mid,lunch,weekday,medium,Healthy_Vegan,"Food,Side",9,8
5957,infrequent,premium,flexible,weekend,medium,Healthy_Vegan,"Appetizer,Alcohol",2,2
3613,occasional,budget,morning,any,small,Cafe,"Bakery,Alcohol",10,9
1573,occasional,premium,dinner,any,small,Steakhouse,"Food,Dessert",6,6
8761,one_timer,mid,dinner,weekend,small,"American,Steakhouse","Dessert,Bakery",1,1
5440,infrequent,budget,flexible,weekday,medium,Italian,"Appetizer,Beverage",2,2
3024,occasional,premium,lunch,weekend,small,"American,Healthy_Vegan","Food,Side",11,10
2717,occasional,budget,lunch,weekday,medium,"Healthy_Vegan,American","Side,Dessert,Beverage",8,8
406,regular,premium,dinner,any,medium,American,"Side,Food,Alcohol",26,23
9920,one_timer,mid,flexible,weekday,large,Italian,"Alcohol,Side",1,1
7582,infrequent,budget,dinner,any,small,Italian,"Side,Alcohol",2,2
1563,occasional,mid,lunch,any,small,Healthy_Vegan,"Appetizer,Beverage,Alcohol",6,4
4797,infrequent,mid,morning,weekday,large,Cafe,"Food,Alcohol",2,2
1720,occasional,budget,dinner,any,small,"American,Steakhouse","Food,Side",10,10
4607,infrequent,premium,flexible,weekday,large,Steakhouse,"Dessert,Bakery",2,1
2806,occasional,premium,lunch,weekday,small,American,"Beverage,Food",10,10
8171,one_timer,premium,dinner,any,medium,Mexican,"Main,Food",1,1
4192,occasional,budget,morning,any,medium,Cafe,"Dessert,Food,Bakery",9,8
7934,infrequent,mid,lunch,any,large,Healthy_Vegan,"Side,Appetizer",4,4
796,regular,premium,dinner,any,medium,Mexican,"Main,Side",21,21
9490,one_timer,budget,lunch,weekday,small,"American,Healthy_Vegan","Appetizer,Dessert",1,1
1866,occasional,budget,morning,any,medium,Cafe,"Side,Food",6,6
8808,one_timer,mid,morning,any,medium,Cafe,"Beverage,Alcohol",1,1
233,regular,mid,flexible,weekend,large,"Mexican,Italian","Dessert,Main",19,18
2112,occasional,premium,flexible,weekday,medium,Steakhouse,"Main,Appetizer,Dessert",10,10
7044,infrequent,mid,morning,any,medium,Cafe,"Beverage,Food,Dessert",2,2
9024,one_timer,premium,dinner,weekday,medium,Mexican,"Appetizer,Beverage,Side",1,1
9980,one_timer,budget,dinner,weekday,medium,Japanese,"Alcohol,Dessert",1,1
7653,infrequent,budget,dinner,weekday,medium,Steakhouse,"Bakery,Food,Appetizer",3,3
6638,infrequent,premium,lunch,weekend,medium,Healthy_Vegan,"Bakery,Alcohol",4,3
2643,occasional,premium,flexible,weekday,large,Cafe,"Side,Dessert",5,5
3287,occasional,premium,dinner,weekend,large,Japanese,"Side,Dessert",12,12
4065,occasional,budget,dinner,weekend,medium,Steakhouse,"Main,Beverage,Food",10,10
4572,infrequent,mid,flexible,weekday,small,"Healthy_Vegan,Italian","Side,Beverage",2,2
5531,infrequent,mid,flexible,any,medium,Cafe,"Appetizer,Main",3,3
8321,one_timer,mid,flexible,weekday,medium,Japanese,"Side,Beverage",1,1
1942,occasional,premium,morning,any,large,Cafe,"Appetizer,Side",7,7
5530,infrequent,budget,dinner,weekday,small,"American,Italian","Beverage,Main",2,2
7072,infrequent,budget,dinner,weekend,large,American,"Bakery,Main,Food",4,4
4265,occasional,mid,lunch,any,medium,Healthy_Vegan,"Side,Beverage,Dessert",12,8
5661,infrequent,budget,dinner,weekday,small,Mexican,"Appetizer,Alcohol,Side",2,2
1261,regular,mid,lunch,any,large,"American,Healthy_Vegan","Dessert,Main",22,21
4798,infrequent,premium,dinner,weekday,medium,"American,Italian","Bakery,Dessert",4,4
4906,infrequent,budget,flexible,any,small,"Steakhouse,Italian","Alcohol,Appetizer,Dessert",4,4
5546,infrequent,mid,dinner,any,medium,"Japanese,Mexican","Dessert,Bakery",4,4
2831,occasional,mid,dinner,weekday,medium,Steakhouse,"Alcohol,Dessert",5,5
2629,occasional,mid,dinner,any,medium,"Mexican,American","Appetizer,Bakery",8,8
5372,infrequent,budget,lunch,weekday,small,American,"Dessert,Beverage",3,3
2658,occasional,mid,flexible,weekend,medium,American,"Main,Food",7,7
9196,one_timer,premium,dinner,any,medium,"Italian,Mexican","Dessert,Bakery",1,1
2526,occasional,mid,morning,any,small,Cafe,"Main,Alcohol",10,8
7740,infrequent,mid,dinner,weekday,medium,"American,Italian","Dessert,Main,Beverage",2,2
9580,one_timer,budget,dinner,weekday,small,Italian,"Appetizer,Side,Alcohol",1,1
9464,one_timer,budget,flexible,weekday,large,Italian,"Side,Alcohol",1,1
8635,one_timer,mid,dinner,weekend,medium,"Japanese,Italian","Appetizer,Beverage",1,1
775,regular,mid,dinner,any,small,"Italian,Steakhouse","Main,Food",22,20
9846,one_timer,mid,dinner,any,medium,"Mexican,American","Bakery,Appetizer",1,1
3304,occasional,budget,flexible,any,medium,American,"Side,Food,Alcohol",10,9
6551,infrequent,mid,flexible,weekday,large,Cafe,"Food,Beverage",4,4
6788,infrequent,mid,lunch,weekday,large,"American,Healthy_Vegan","Bakery,Dessert,Main",2,2
4238,occasional,mid,dinner,weekend,small,Steakhouse,"Appetizer,Alcohol",12,12
2169,occasional,budget,dinner,weekend,medium,"Steakhouse,American","Food,Appetizer",5,5
8259,one_timer,mid,dinner,weekday,small,Mexican,"Main,Alcohol,Dessert",1,1
2011,occasional,premium,morning,weekday,small,Cafe,"Alcohol,Beverage",7,7
7098,infrequent,mid,morning,weekday,medium,Cafe,"Side,Beverage",4,4
3707,occasional,budget,dinner,any,large,American,"Main,Appetizer",10,10
1632,occasional,mid,dinner,weekend,medium,Mexican,"Food,Dessert",10,10
4119,occasional,mid,lunch,weekend,small,Healthy_Vegan,"Alcohol,Food",6,4
3262,occasional,mid,dinner,any,small,Steakhouse,"Side,Food",11,11
3917,occasional,mid,dinner,weekday,medium,"Mexican,Japanese","Main,Food,Beverage",10,10
1085,regular,mid,dinner,weekday,small,Italian,"Alcohol,Dessert,Side",21,21
2609,occasional,mid,morning,weekday,medium,Cafe,"Alcohol,Beverage,Bakery",8,6
157,regular,premium,dinner,any,small,Steakhouse,"Main,Alcohol,Dessert",16,10
6618,infrequent,mid,lunch,weekday,medium,"American,Healthy_Vegan","Bakery,Food",4,4
9542,one_timer,premium,dinner,weekday,small,Mexican,"Alcohol,Side",1,1
6415,infrequent,budget,dinner,weekday,medium,Mexican,"Beverage,Food,Bakery",4,4
4133,occasional,budget,lunch,weekday,large,"American,Healthy_Vegan","Main,Dessert",6,6
6135,infrequent,budget,lunch,weekday,medium,American,"Beverage,Appetizer",3,3
7979,infrequent,mid,dinner,any,small,Steakhouse,"Dessert,Appetizer",3,3
4432,occasional,premium,morning,weekend,large,Cafe,"Food,Side",11,10
8366,one_timer,mid,lunch,weekend,medium,American,"Food,Dessert,Side",1,1
9268,one_timer,premium,dinner,any,small,"Japanese,Steakhouse","Bakery,Side,Dessert",1,1
9911,one_timer,mid,lunch,weekday,medium,American,"Food,Side",1,1
6566,infrequent,mid,morning,any,small,Cafe,"Side,Dessert,Alcohol",2,2
1021,regular,mid,morning,any,large,Cafe,"Main,Alcohol,Dessert",17,10
8189,one_timer,mid,dinner,weekday,medium,American,"Dessert,Main",1,1
1902,occasional,budget,dinner,any,medium,Japanese,"Dessert,Main",10,10
3491,occasional,premium,flexible,weekday,small,American,"Bakery,Alcohol,Main",10,10
4860,infrequent,mid,lunch,any,medium,American,"Side,Appetizer,Dessert",3,3
2039,occasional,mid,lunch,any,medium,"American,Healthy_Vegan","Beverage,Dessert",7,7
7288,infrequent,budget,dinner,any,medium,Mexican,"Appetizer,Beverage,Alcohol",3,3
7636,infrequent,mid,flexible,any,small,Italian,"Main,Bakery",3,3
8020,one_timer,premium,dinner,weekend,small,Mexican,"Appetizer,Beverage,Main",1,1
9598,one_timer,mid,morning,weekday,medium,Cafe,"Food,Main",1,1
5455,infrequent,budget,dinner,any,large,"American,Mexican","Bakery,Beverage",2,2
9563,one_timer,mid,dinner,weekday,small,Steakhouse,"Main,Dessert",1,1
7702,infrequent,premium,morning,weekday,small,Cafe,"Appetizer,Dessert",3,3
7736,infrequent,budget,dinner,any,medium,Mexican,"Alcohol,Appetizer",3,3
5525,infrequent,mid,lunch,weekday,medium,Healthy_Vegan,"Dessert,Alcohol",2,2
1962,occasional,budget,lunch,weekday,medium,American,"Alcohol,Food,Dessert",6,4
2215,occasional,mid,morning,any,medium,Cafe,"Appetizer,Side",6,2
3073,occasional,premium,dinner,any,medium,Italian,"Food,Main",7,7
465,regular,premium,flexible,any,medium,"Mexican,Steakhouse","Bakery,Alcohol,Food",23,14
6454,infrequent,budget,dinner,any,large,Italian,"Side,Dessert",4,4
8142,one_timer,budget,morning,any,medium,Cafe,"Side,Main",1,1
1275,regular,mid,dinner,weekend,large,Steakhouse,"Beverage,Appetizer",27,26
8862,one_timer,mid,dinner,weekday,medium,Steakhouse,"Main,Side",1,1
5116,infrequent,premium,morning,weekday,small,Cafe,"Main,Bakery",3,3
3353,occasional,mid,dinner,weekday,small,Steakhouse,"Dessert,Side",12,12
7458,infrequent,premium,lunch,weekday,medium,Healthy_Vegan,"Beverage,Main",3,2
6577,infrequent,mid,dinner,weekend,medium,Japanese,"Side,Alcohol",3,3
3907,occasional,mid,lunch,weekend,small,American,"Dessert,Main",6,6
8368,one_timer,mid,flexible,any,medium,Healthy_Vegan,"Bakery,Alcohol",1,1
4407,occasional,premium,morning,weekday,large,Cafe,"Alcohol,Side",6,6
1642,occasional,premium,lunch,weekday,small,Healthy_Vegan,"Main,Beverage,Alcohol",8,8
9954,one_timer,premium,dinner,weekday,large,Mexican,"Side,Alcohol",1,1
140,regular,mid,dinner,any,medium,"Japanese,American","Bakery,Beverage",27,25
1163,regular,mid,flexible,weekday,small,Japanese,"Alcohol,Appetizer,Dessert",17,17
4944,infrequent,mid,flexible,weekend,small,American,"Alcohol,Bakery",4,4
6746,infrequent,mid,morning,any,small,Cafe,"Side,Main",4,4
7515,infrequent,premium,dinner,any,medium,"Steakhouse,Italian","Alcohol,Food",3,3
6438,infrequent,budget,dinner,weekday,small,"American,Japanese","Main,Dessert",2,2
6013,infrequent,mid,lunch,weekend,small,"American,Healthy_Vegan","Dessert,Bakery,Side",4,4
8234,one_timer,mid,dinner,any,large,Mexican,"Appetizer,Bakery",1,1
8464,one_timer,premium,flexible,weekday,small,Healthy_Vegan,"Alcohol,Appetizer",1,1
4804,infrequent,mid,lunch,weekend,medium,Healthy_Vegan,"Beverage,Appetizer",3,3
5281,infrequent,budget,flexible,weekend,medium,Healthy_Vegan,"Bakery,Side,Alcohol",3,3
5569,infrequent,mid,flexible,any,medium,Healthy_Vegan,"Food,Alcohol",2,2
8848,one_timer,budget,morning,weekend,small,Cafe,"Beverage,Alcohol",1,1
5652,infrequent,premium,lunch,weekday,small,Healthy_Vegan,"Dessert,Main",3,3
3470,occasional,premium,flexible,any,small,Healthy_Vegan,"Side,Beverage,Food",12,11
4201,occasional,mid,dinner,any,small,Japanese,"Side,Beverage",5,5
2570,occasional,budget,dinner,weekday,medium,Steakhouse,"Alcohol,Food",5,5
3202,occasional,premium,dinner,weekend,large,"Italian,Steakhouse","Beverage,Alcohol",11,11
6433,infrequent,mid,morning,weekend,small,Cafe,"Beverage,Alcohol",4,4
7287,infrequent,budget,lunch,any,medium,American,"Food,Beverage",3,3
259,regular,budget,dinner,any,small,Steakhouse,"Appetizer,Food",26,20
5199,infrequent,premium,dinner,weekend,medium,"American,Japanese","Bakery,Alcohol",2,2
3855,occasional,premium,dinner,weekday,small,Italian,"Alcohol,Beverage",5,5
5773,infrequent,mid,flexible,any,large,Italian,"Food,Main",4,4
1789,occasional,mid,flexible,weekday,small,Steakhouse,"Food,Main",6,6
8898,one_timer,mid,dinner,any,medium,Steakhouse,"Food,Main,Side",1,1
9552,one_timer,budget,flexible,any,small,American,"Beverage,Dessert",1,1
8431,one_timer,budget,flexible,weekend,small,Healthy_Vegan,"Appetizer,Beverage,Side",1,1
2814,occasional,mid,dinner,any,medium,Japanese,"Side,Food,Dessert",9,9
1886,occasional,budget,dinner,weekday,large,Mexican,"Bakery,Alcohol",5,5
8252,one_timer,budget,dinner,weekend,medium,"Mexican,American","Food,Beverage,Appetizer",1,1
7681,infrequent,budget,lunch,weekday,small,Healthy_Vegan,"Dessert,Alcohol",2,2
9872,one_timer,premium,morning,any,large,Cafe,"Dessert,Main",1,1
6423,infrequent,mid,lunch,any,large,Healthy_Vegan,"Food,Alcohol",2,2
931,regular,mid,dinner,any,small,"Mexican,Italian","Food,Dessert",17,17
7161,infrequent,premium,dinner,weekday,medium,Italian,"Bakery,Appetizer",4,4
864,regular,mid,lunch,weekday,medium,American,"Main,Beverage",16,16
8786,one_timer,mid,dinner,weekend,small,"Steakhouse,Italian","Side,Food",1,1
2378,occasional,budget,morning,any,small,Cafe,"Alcohol,Beverage",10,9
9958,one_timer,mid,dinner,any,small,"Italian,Japanese","Beverage,Dessert",1,1
2199,occasional,premium,dinner,weekday,small,"American,Steakhouse","Food,Appetizer",9,9
463,regular,mid,dinner,weekday,large,American,"Bakery,Side",28,26
8489,one_timer,budget,dinner,any,large,American,"Beverage,Main",1,1
2323,occasional,mid,morning,weekend,small,Cafe,"Alcohol,Bakery,Beverage",12,8
9475,one_timer,budget,dinner,weekday,medium,"American,Japanese","Food,Alcohol,Bakery",1,1
9187,one_timer,mid,flexible,weekend,small,"Japanese,Italian","Food,Bakery",1,1
9308,one_timer,mid,dinner,weekday,medium,Steakhouse,"Bakery,Food,Dessert",1,1
9266,one_timer,budget,dinner,any,small,Japanese,"Side,Appetizer,Beverage",1,1
5151,infrequent,mid,dinner,weekday,large,"Italian,American","Alcohol,Food",2,2
8560,one_timer,budget,flexible,any,large,Cafe,"Alcohol,Food",1,1
6435,infrequent,mid,morning,any,small,Cafe,"Dessert,Food",3,3
4677,infrequent,budget,dinner,any,medium,"Italian,Mexican","Side,Alcohol,Main",2,2
457,regular,mid,dinner,any,medium,"Italian,Mexican","Beverage,Alcohol",18,18
5911,infrequent,budget,dinner,any,large,Steakhouse,"Side,Main",4,4
7479,infrequent,mid,dinner,weekday,small,Italian,"Food,Side",2,2
949,regular,mid,lunch,any,medium,"American,Healthy_Vegan","Appetizer,Bakery,Beverage",23,20
4831,infrequent,premium,flexible,weekend,small,"Italian,Japanese","Alcohol,Beverage",2,2
5464,infrequent,mid,morning,any,medium,Cafe,"Side,Food",2,2
6124,infrequent,premium,dinner,any,large,"Steakhouse,Italian","Dessert,Main,Side",2,2
2201,occasional,mid,dinner,weekday,large,"Italian,Steakhouse","Appetizer,Alcohol",7,7
573,regular,premium,dinner,weekday,small,Japanese,"Appetizer,Food",26,21
2539,occasional,mid,flexible,weekend,small,Steakhouse,"Bakery,Alcohol,Beverage",11,7
7092,infrequent,mid,dinner,any,medium,Steakhouse,"Side,Dessert",3,1
1399,regular,budget,flexible,weekday,large,Healthy_Vegan,"Main,Appetizer,Bakery",21,17
8496,one_timer,mid,flexible,any,small,Italian,"Food,Side",1,1
7549,infrequent,mid,morning,any,small,Cafe,"Food,Dessert,Alcohol",4,4
8148,one_timer,budget,lunch,weekday,small,Healthy_Vegan,"Alcohol,Dessert,Appetizer",1,1
3659,occasional,mid,dinner,weekend,large,Japanese,"Appetizer,Food",12,12
8904,one_timer,premium,dinner,any,large,Mexican,"Beverage,Alcohol,Side",1,1
8631,one_timer,budget,dinner,any,small,Mexican,"Alcohol,Bakery,Food",1,1
3753,occasional,budget,lunch,weekday,medium,Healthy_Vegan,"Appetizer,Bakery,Alcohol",7,4
6983,infrequent,mid,dinner,weekend,large,"Steakhouse,Italian","Main,Dessert",2,2
7151,infrequent,budget,morning,any,small,Cafe,"Dessert,Side,Food",4,4
9621,one_timer,mid,dinner,any,medium,Steakhouse,"Beverage,Food,Side",1,1
1957,occasional,premium,lunch,weekend,medium,"American,Healthy_Vegan","Side,Main",12,10
3939,occasional,mid,morning,weekday,large,Cafe,"Bakery,Side,Food",11,11
3212,occasional,budget,morning,any,medium,Cafe,"Appetizer,Dessert",9,9
2996,occasional,budget,flexible,weekday,medium,Mexican,"Main,Bakery",7,7
3193,occasional,premium,flexible,weekend,large,Italian,"Dessert,Appetizer",6,6
6654,infrequent,premium,dinner,weekday,large,Japanese,"Main,Alcohol",3,3
3876,occasional,mid,dinner,weekend,large,Italian,"Appetizer,Bakery",7,7
134,regular,budget,dinner,any,medium,"Japanese,Italian","Beverage,Side",21,21
3067,occasional,budget,morning,weekend,large,Cafe,"Food,Side",8,7
3401,occasional,mid,dinner,weekend,medium,Italian,"Side,Alcohol",9,9
762,regular,mid,dinner,weekday,medium,Mexican,"Alcohol,Beverage",19,19
6047,infrequent,budget,flexible,weekend,small,American,"Side,Main",2,2
7622,infrequent,budget,flexible,weekday,medium,Healthy_Vegan,"Food,Main,Appetizer",2,2
5361,infrequent,budget,dinner,any,medium,Steakhouse,"Alcohol,Main",4,4
3444,occasional,premium,flexible,any,small,"Mexican,Steakhouse","Food,Beverage",5,5
9834,one_timer,mid,dinner,any,small,American,"Main,Side",1,1
1836,occasional,mid,morning,weekday,medium,Cafe,"Alcohol,Food,Side",5,5
4217,occasional,premium,flexible,any,small,Mexican,"Beverage,Alcohol,Food",12,12
9930,one_timer,budget,dinner,weekday,small,Japanese,"Main,Appetizer",1,1
